Testing 1000 samples...
====================================================================================================
✅ A2020-EM-01-0266: Labels match (850 epochs, FPS=4.995)

✅ A2020-EM-01-0267: Labels match (890 epochs, FPS=4.944444444444445)

✅ A2020-EM-01-0270: Labels match (696 epochs, FPS=4.995)

✅ A2020-EM-01-0271: Labels match (591 epochs, FPS=4.995)

✅ A2020-EM-01-0272: Labels match (839 epochs, FPS=4.995)

✅ A2020-EM-01-0273: Labels match (981 epochs, FPS=4.972222222222222)

✅ A2020-EM-01-0275: Labels match (860 epochs, FPS=4.995)

✅ A2020-EM-01-0277: Labels match (907 epochs, FPS=4.995)

✅ A2020-EM-01-0278: Labels match (714 epochs, FPS=4.972222222222222)

